delta_x,delta_y,delta_z,acc_x,acc_y,acc_z,pot_x,pot_y,pot_z
0.752517,0.679167,0.565105,2711.9,679.631,494.866,-93521,-23437.4,-17065.7
0.0770696,0.222579,0.408732,-5704.77,-2136.91,-760.936,81372.8,30480.8,10854
0.583752,0.245008,0.0487406,1323.09,-1984.25,-5387.85,-11928.2,17888.9,48573.8
0.0221516,0.727198,0.523563,-5204.26,1595.88,-627.866,39391.2,-12079.3,4752.35
0.349404,0.795883,0.00748308,-669.947,1013.44,-7246.54,5268.89,-7970.36,56991.4
0.896716,0.836225,0.478842,4255.3,1514.14,-1143.2,-63795.5,-22700,17138.9
0.0760307,0.216395,0.631642,-4287.56,-2133.05,-577.905,75552.2,37587,10183.4
0.723238,0.953972,0.563085,826.258,5943.91,473.375,-7052.45,-50733.7,-4040.45
0.0409971,0.689086,0.69054,-5272.83,895.344,196.212,33883.6,-5753.55,-1260.87
0.000725177,0.541955,0.739191,-5682.67,-432.931,3197.33,63443.4,4833.4,-35696.1
0.917709,0.555904,0.36054,5022.98,426.418,-1369.9,-52661.1,-4470.58,14362.1
0.586556,0.615221,0.00178756,-603.046,-825.161,-6881.21,4915.09,6725.41,56084.8
0.421629,0.726332,0.81573,330.554,1526.93,2312.66,-7122.06,-32899,-49828.1
0.275194,0.812453,0.814969,-1734.78,2357.01,4005.05,23161.7,-31469.3,-53472.8
0.536954,0.873098,0.550677,-1224.09,3016.68,774.505,30009.2,-73955.6,-18987.4
0.863203,0.914261,0.428178,2477.95,3491.3,-1624.53,-36311.9,-51161.7,23805.9
0.290584,0.735985,0.475854,-2235.93,3048.35,-592.204,50711.2,-69137.2,13431.3
0.54649,0.968468,0.696313,2227.39,5334.61,1697.21,-21420,-51301.1,-16321.5
0.224069,0.549559,0.332174,-3668.07,792.612,-2133.98,83374.5,-18015.9,48504.9
0.662193,0.357084,0.752642,217.478,-1900,1650.18,-5732.16,50079.2,-43494.6
0.409944,0.985714,0.766318,802.546,5805.73,1372.09,-6154.52,-44522.6,-10522.2
0.431824,0.805212,0.832699,-1629.12,2857.09,3624.64,31677.5,-55554.9,-70479.7
0.493795,0.744865,0.140362,1261.08,98.7499,-3174.58,-32754.4,-2564.86,82454.4
0.541038,0.299246,0.700416,1022.57,-1651.97,1892.33,-36281.6,58613,-67141.3
0.695285,0.464464,0.0415478,562.661,701.341,-6889.08,-5854.94,-7298.03,71686.5
0.836468,0.357425,0.281368,3289.64,-1305.73,-155.949,-75074.7,29798.9,3558.99
0.833754,0.219215,0.864366,2292.2,-1386.6,3198.29,-13971.1,8451.38,-19493.7
0.187162,0.836343,0.588921,-3130.81,3324.49,599.273,53684.2,-57005.2,-10275.8
0.465956,0.193433,0.0691505,-967.586,-3073.11,-4246.54,7945.29,25234.7,34870.3
0.81669,0.384693,0.296738,4146.62,-2310.79,-1050.46,-74733.2,41646.7,18932.1
0.31547,0.0926092,0.526643,-1688.33,-5632.3,-1829.04,16186.8,53999.3,17535.8
0.0239129,0.183928,0.735667,-6922.98,205.953,3235.13,70160.9,-2087.23,-32786.4
0.280058,0.476768,0.0232332,-1973.99,1281,-6096.27,10880.4,-7060.75,33602.1
0.990499,0.0270709,0.625405,3366.86,-3251.71,417.031,-15671.9,15135.9,-1941.17
0.200301,0.501806,0.558262,-3962.99,1641.94,1354.24,98878.4,-40967.1,-33789
0.0216719,0.442453,0.928555,-6050.12,962.204,3283.92,45363.1,-7214.5,-24622.5
0.410096,0.38501,0.416303,1447.35,-1194.85,472.4,-79317.1,65479.9,-25888.3
0.238873,0.375366,0.0882931,-1529.81,-1814.34,-4686.15,18769.7,22260.6,57495.8
0.999193,0.120649,0.103894,3294.4,-2030.46,-1723.23,-20817.7,12830.7,10889.3
0.0662603,0.23862,0.687762,-4514.9,-194.944,2233.76,47894.7,2068,-23696.1
0.284396,0.516053,0.48433,-590.753,-83.2625,-268.386,85607.6,12065.8,38892.6
0.177889,0.128075,0.876666,-268.719,-928.572,4446.88,5446.42,18820.4,-90129.8
0.435788,0.601263,0.938839,-998.8,2058.04,6198.57,7947.7,-16376.3,-49323.5
0.394165,0.974717,0.649048,-1419.24,5220.18,-186.184,14741.1,-54219.7,1933.81
0.33215,0.984982,0.15115,398.758,5755.72,-2168.06,-2763.83,-39893.4,15027.1
0.65543,0.977262,0.812633,753.355,5155.04,652.38,-5622.01,-38470.2,-4868.48
0.0266822,0.22368,0.564998,-6651.75,-3129.54,-1874.54,64067.3,30142.6,18054.9
0.446384,0.516659,0.320956,751.09,-372.971,939.584,-77612.7,38540.4,-97090.4
0.734995,0.136931,0.619548,1259.56,-4191.21,818.996,-20603.5,68558.6,-13396.9
0.497561,0.17977,0.428341,812.674,-3560.42,-2318.05,-17336.4,75953,49449.9
0.691307,0.16066,0.923243,412.381,-5320.77,3546.69,-3647.1,47056.9,-31367
0.384895,0.334656,0.989585,-1550.63,-670.205,6470.3,10637.5,4597.65,-44386.7
0.176908,0.733627,0.565403,-5150.83,670.885,-445.978,77938.9,-10151.4,6748.23
0.403504,0.737468,0.290101,1158.15,1487.81,-843.448,-61517.9,-79028.6,44801.7
0.471768,0.482763,0.228094,-411.814,-385.35,-2536.97,18356.8,17177.1,113087
0.50347,0.382391,0.885332,703.09,820.229,5463.68,-11619.2,-13555,-90292.4
0.0378204,0.313412,0.566881,-7382.05,423.492,-867.156,65316.3,-3747.05,7672.59
0.956519,0.395965,0.575899,5431.58,-676.887,387.633,-46031.3,5736.45,-3285.1
0.104708,0.995482,0.697777,-2097.66,5457.31,-370.278,17239.5,-44850.5,3043.1
0.694354,0.511212,0.0959532,-548.942,730.479,-4764.51,8686.86,-11559.6,75397
0.468306,0.682957,0.831206,-2237.16,2060.84,4135.61,47573.9,-43824.5,-87945
0.564619,0.0883533,0.475066,768.591,-4878.66,-883.298,-10623.9,67435.3,12209.4
0.359734,0.750649,0.134606,-139.306,424.885,-3477.16,3845.02,-11727.4,95974.1
0.681689,0.316586,0.388657,-289.116,-903.809,-1719.04,10535.5,32935,62642.2
0.415394,0.484452,0.106227,-259.065,878.467,-6298.5,2523.1,-8555.63,61342.8
0.360788,0.556061,0.1436,-1221.5,709.376,-4827.75,21955.6,-12750.6,86775.7
0.368347,0.102025,0.479887,-1528.4,-5210.47,-508.283,18511.6,63107.8,6156.19
0.583814,0.252052,0.587195,2254,-4131.31,297.929,-46602.5,85416.9,-6159.83
0.346606,0.876745,0.224047,-537.838,3065.41,-2494.14,17475.3,-99600.4,81039
0.104937,0.0719768,0.823902,-1538.8,-5769.15,3748.27,16776.9,62898.6,-40865.9
0.416343,0.150808,0.0825823,-164.851,-2813.43,-3602.4,1963.69,33513.2,42911.3
0.974279,0.926398,0.236314,4794.37,2207.51,-287.309,-33224.6,-15297.9,1991.03
0.789209,0.34972,0.736565,3653.87,-215.425,1359.79,-57998.1,3419.45,-21584
0.999569,0.0837904,0.0399906,2700.72,-2083.02,-2053.23,-14119.4,10890.1,10734.3
0.304438,0.408211,0.114574,-2276.29,-477.425,-3766.62,32764.7,6872.01,54216.4
0.957042,0.387828,0.736956,6250.98,-2276.55,1314.38,-67178.8,24465.9,-14125.6
0.490989,0.884355,0.858284,-877.717,4706.77,3256.61,9604.87,-51506.2,-35637.1
0.264227,0.806665,0.236225,-4696.73,873.268,-2815.37,85324.7,-15864.5,51146.4
0.325625,0.319959,0.643209,-893.532,-1109.95,3086.12,28729.8,35688.4,-99228.3
0.459047,0.0894532,0.637243,-327.37,-5625.12,957.867,2849.8,48967.5,-8338.38
0.848315,0.159578,0.549389,3403.39,-2889.94,-1348.44,-68681.1,58319.6,27211.9
0.169097,0.38433,0.567501,-2783.15,1140.74,502.248,79382.8,-32536.8,-14325.4
0.218873,0.53754,0.00402912,-1589.95,788.364,-5094.63,8920.77,-4423.29,28584.5
0.630429,0.750263,0.259498,561.431,2995.97,-1148.09,-19465.6,-103875,39805.9
0.997021,0.642282,0.857162,5662.72,3034.68,738.453,-46775.4,-25067.1,-6099.8
0.980008,0.310301,0.847941,4748.27,-3051.06,2859.88,-41637.4,26754.6,-25078.2
0.0158089,0.161307,0.592029,-5907.93,-3360.44,-1833.28,50887.5,28944.9,15790.8
0.998514,0.626384,0.318982,5687.86,473.259,-1434.99,-31166.2,-2593.19,7862.92
0.291166,0.923138,0.329398,221.624,4728.62,139.623,-3469.07,-74016.9,-2185.52
0.454801,0.66964,0.315392,-85.0689,1450.97,-711.57,6129.59,-104548,51271.8
0.357822,0.396747,0.431455,833.559,-1542.99,-903.312,-47417,87773,51385
0.852483,0.448632,0.964143,2581.41,-871.824,6411.19,-23055.2,7786.48,-57259.9
0.652829,0.876514,0.22181,-980.804,4504.26,-3767.11,15999.9,-73478.1,61452.9
0.65922,0.446745,0.914512,441.547,523.502,5373.35,-6091.58,-7222.23,-74130.8
0.331098,0.575343,0.610824,-385.985,1995.16,-1609.2,13061.2,-67513.4,54453
0.61134,0.562535,0.731289,280.916,1170.96,12.2352,-19471,-81162.5,-848.052
0.249333,0.757405,0.419615,-3624.48,1373.82,1229.84,74311.9,-28167.2,-25215
0.03324,0.408491,0.238912,-6270.53,1867.72,-1630.29,65242.4,-19432.9,16962.5
0.508617,0.0832218,0.8739,2051.35,-3311.67,4227,-20490.2,33079.2,-42222.1
0.507201,0.0709213,0.636886,-894.16,-4928.2,1456.71,10513.3,57944.2,-17127.6
0.213946,0.597488,0.735342,-2706.2,-470.775,1552.29,72481.3,12609,-41575.7
0.468132,0.490202,0.204583,754.879,450.189,-3344.04,-23787.4,-14186.1,105376
0.488709,0.884177,0.897191,-2160.03,4218.56,2887.19,23908.9,-46694.3,-31957.7
0.0438943,0.411257,0.202951,-6232.2,1294.1,-1220.83,69439.9,-14419,13602.6
0.782099,0.286942,0.361606,2951.62,-3517.89,-1614.96,-45434.9,54151.7,24859.4
0.979044,0.620456,0.766021,5671.49,1664.57,1232.61,-42412.1,-12447.9,-9217.64
0.492575,0.613535,0.584701,491.169,398.051,-184.613,-58141.5,-47118.8,21853.4
0.386378,0.324926,0.0464971,-1352.5,-2003.72,-5789.29,15037.4,22278,64367.1
0.575312,0.192162,0.189797,779.564,-2239.84,-2448.41,-15634.3,44920.4,49103.4
0.85143,0.313105,0.190419,3495.77,-2708.19,-1417.61,-64505.7,49972.9,26158.4
0.940049,0.826339,0.564003,4542.74,1166.45,799.083,-46686.1,-11987.8,-8212.25
0.10844,0.642803,0.221688,-5776.76,1343.61,-1701.79,54389.4,-12650.4,16022.7
0.489378,0.776783,0.387915,437.386,2869.77,-242.21,-12599.5,-82667.7,6977.18
0.976578,0.499349,0.489781,7333.04,1004.16,-1495.75,-68014.8,-9313.74,13873.3
0.824473,0.9192,0.235974,3076.6,5691.3,-1428.51,-10963.6,-20281.3,5090.56
0.204882,0.860314,0.860204,-1803.55,600.44,4284.44,20465.7,-6813.46,-48617.4
0.194563,0.904656,0.555975,-1509.19,2751.53,798.583,34181,-62318.3,-18086.8
0.50286,0.0659603,0.171253,-361.819,-4341.34,-3124.51,3804.25,45645.9,32851.9
0.119894,0.0265628,0.106662,-1447.33,-4521.75,-1955.65,9540.04,29805.1,12890.6
0.0555745,0.436912,0.445476,-6486.57,1897.48,-266.468,78532.7,-22972.7,3226.12
0.679571,0.53671,0.835618,1695.92,1395.88,3942.22,-29858,-24575.5,-69405.7
0.729862,0.357701,0.130953,544.949,-3146.18,-2947.91,-9409.56,54324.7,50901.1
0.768526,0.826515,0.71446,3107.06,3180.81,1035.94,-33346.2,-34137.8,-11118.2
0.963239,0.866087,0.627681,4010.92,1765.8,2235.11,-30860.9,-13586.4,-17197.4
0.772345,0.0360617,0.467213,968.973,-5214.02,-1021.06,-7916.32,42597.5,8341.86
0.896369,0.179211,0.852862,3831.35,-2840.12,2178.75,-33487.9,24824,-19043.3
0.920454,0.613275,0.824013,3694.1,2628.39,2296.48,-41537.6,-29554.4,-25822.3
0.311093,0.167866,0.492789,-150.536,-4121.86,-1729.91,2306.96,63167.2,26510.7
0.655113,0.490299,0.131043,1313.08,931.72,-3556.01,-27713.3,-19664.4,75051.5
0.729669,0.54836,0.294462,3949.54,-2124.91,-1797.84,-68649.3,36934.3,31249.3
0.70547,0.755896,0.931166,2102.16,67.103,5981.03,-18914.2,-603.76,-53814.4
0.128135,0.288337,0.527938,-2649.95,-1669.72,-2409.93,75545.4,47600.7,68702.8
0.725886,0.870555,0.581252,2279.87,5034.92,-676.196,-35894.3,-79269.8,10646
0.260991,0.564791,0.68174,-4846.4,1045.14,2471,94883.7,-20461.9,-48377.7
0.298904,0.235224,0.529488,-1317.67,-3908.11,-1576.85,31164.8,92432.1,37294.7
0.915812,0.408007,0.217495,5936.1,-24.0753,-696.851,-68462.7,277.667,8036.98
0.252347,0.528848,0.00278373,-1127.85,334.639,-5638.73,6643.69,-1971.22,33215.4
0.779147,0.836027,0.633567,2237.12,2518.87,2271.04,-24373.1,-27442.6,-24742.7
0.589881,0.659775,0.190827,-1414.43,1522.71,-2107.64,51058.8,-54967.4,76082.4
0.439943,0.64464,0.971539,-1088.53,381.028,5824.43,6699.17,-2344.97,-35845.4
0.674066,0.242579,0.687059,865.044,-3458.82,2474.22,-20787,83115.4,-59455.5
0.545804,0.312812,0.160445,435.547,-2722.86,-2272.33,-9564.46,59793,49899.5
0.479037,0.0459631,0.697206,-856.862,-4948.97,1226.7,7355.89,42485.3,-10530.8
0.334206,0.652259,0.597556,-1001.57,1489.91,-456.389,45245.5,-67305.7,20617.1
0.793563,0.620488,0.532239,2140.89,697.628,1398.31,-60284.6,-19644.3,-39374.6
0.205492,0.165675,0.591035,-1550.86,-5850.85,103.092,26227.9,98948.3,-1743.48
0.0781296,0.182096,0.940433,-3176.08,-2708.67,4000.41,15503.5,13221.9,-19527.3
0.396425,0.200457,0.829981,-986.924,-1380.19,2990.46,26186.8,36621.7,-79348
0.177194,0.151098,0.682232,-1189.15,-3820.9,856.2,25699.1,82575.1,-18503.7
0.449857,0.857555,0.0593049,1290.2,3842.2,-4887.02,-10315.1,-30718.2,39071.5
0.13426,0.163161,0.0728349,-2501.06,-1218.78,-3389.84,20970.2,10218.9,28422.2
0.910859,0.114839,0.647345,4084.19,-3119.03,94.3514,-46999.5,35892.9,-1085.77
0.816593,0.335589,0.546597,3882.28,-2569.51,-637.876,-72896.8,48247.2,11977.3
0.774461,0.771196,0.659704,3291.2,2876.02,1762.06,-39007.1,-34086.4,-20883.8
0.118739,0.973797,0.529626,-3472.7,5453.92,838.633,29117.5,-45729.4,-7031.68
0.418433,0.49441,0.912073,-1400.98,689.825,4969.54,17541.2,-8637.04,-62221.7
0.911053,0.67445,0.439791,5158.71,1067.24,-897.466,-67035.3,-13868.4,11662.2
0.671531,0.668774,0.448957,603.739,1031.85,388.424,-49596.1,-84764.9,-31908.3
0.797081,0.519583,0.270447,2051.99,-153.134,-1456.1,-44594.3,3327.93,31644.2
0.56481,0.584563,0.844383,915.948,1532,4421.4,-13541.6,-22649.4,-65367
0.192994,0.463276,0.862797,-1629.79,134.495,2222.6,37935.1,-3130.53,-51733.4
0.177227,0.688146,0.713759,-3791.8,1471.48,1253.4,78920.6,-30626.8,-26087.8
0.686742,0.821124,0.738857,1542.78,4613.36,844.475,-23709.6,-70898.7,-12978
0.450534,0.508102,0.906468,-1579.72,1422.14,5089.08,14345.7,-12914.7,-46214.7
0.44452,0.0426114,0.411403,-850.081,-5718.34,-2103.26,8314.91,55932.8,20572.7
0.942706,0.835889,0.465631,4489.27,944.385,-791.062,-55564.6,-11688.9,9791.15
0.904847,0.244708,0.846915,5758.17,-1340.27,2002.82,-52752,12278.5,-18348.3
0.96856,0.499945,0.681915,5708.33,489.468,51.387,-58082.6,-4980.36,-522.866
0.449222,0.699623,0.828009,-1052.7,1771.3,3172.55,23550.9,-39627.2,-70975.8
0.152094,0.564493,0.071933,-3624.15,1022.83,-3397.24,30444.6,-8592.26,28538.4
0.512358,0.0460509,0.148225,281.297,-4477.48,-2726.43,-2936.01,46733.4,28456.9
0.916764,0.246848,0.693079,5201.57,-1821.71,175.288,-55620.2,19479.5,-1874.35
0.424039,0.391703,0.568007,-558.856,1918.57,-1815.54,20157,-69199.5,65483.4
0.328319,0.861262,0.47133,-263.327,4172.66,-470.233,6133.48,-97190.5,10952.8
0.274199,0.0856244,0.73559,-696.502,-6455.62,1794.33,5445.05,50468.2,-14027.5
0.643867,0.806154,0.61291,413.754,2857.32,1097.86,-10590.2,-73134.2,-28100.1
0.237269,0.866264,0.115398,-3574.93,2617.82,-4175.32,40614.8,-29741.1,47435.8
0.368592,0.436428,0.326829,-912.125,-102.465,-2455.7,28655.8,3219.09,77149.5
0.908806,0.231107,0.49794,5985.92,-1800.98,-1146.45,-64184.1,19311.1,12292.8
0.873325,0.416845,0.0238417,3397.37,-552.878,-8167.74,-34405.2,5598.99,82714.6
0.141863,0.445096,0.0212776,-2532.08,-334.253,-5426.16,24857.5,3281.36,53268.7
0.754574,0.22371,0.994185,1073.97,-1592,6336.2,-9776.42,14492.1,-57679.1
0.159412,0.877835,0.439656,-2576.6,2402.43,419.599,52810.7,-49241,-8600.21
0.687871,0.828073,0.671629,687.459,3800.67,2025.02,-10653.9,-58900.8,-31382.8
0.389488,0.383855,0.535126,242.501,1103.73,124.004,-21909.3,-99718.5,-11203.4
0.967062,0.11094,0.216573,3344.27,-2223.54,-643.322,-33153.6,22043.2,6377.61
0.413983,0.0790904,0.565316,-1672.42,-5670.85,245.372,24732.9,83864.2,-3628.71
0.0139009,0.608121,0.759466,-4744.75,1141.8,2051.8,16746,-4029.82,-7241.59
0.926526,0.477303,0.101779,6236.31,87.0812,-2319.16,-48137.3,-672.169,17901.3
0.822745,0.396638,0.716614,1857.05,-1699.93,2430.44,-39559.9,36212.8,-51774.5
0.0347227,0.636844,0.823698,-4119.56,517.828,2539.96,44405.9,-5581.82,-27378.9
0.489386,0.935752,0.140689,1990.05,6363.07,-3156.48,-19329.6,-61805.2,30659.2
0.0560167,0.361418,0.352887,-6027.95,921.048,-1278.59,72129.7,-11021.1,15299.4
0.433901,0.0403081,0.677017,-1335.5,-6080.31,-777.896,15272.5,69532.9,8895.83
0.151644,0.908138,0.401163,-3727.56,3156.45,-1881.92,35042,-29673,17691.5
0.787353,0.0654229,0.0439929,-96.4121,-2424.61,-2634.19,593.098,14915.4,16204.7
0.966566,0.0526721,0.318363,2830.06,-2737.38,-62.9841,-14512.6,14037.4,322.984
0.343804,0.358787,0.343922,-2090.88,-1762.62,-914.724,54660.1,46078.7,23912.9
0.840313,0.0362324,0.470124,1503.77,-4626.19,191.18,-8867.96,27281.4,-1127.42
0.839566,0.134248,0.95918,2566.61,-3619.35,4545.87,-15729.9,22181.8,-27860.1
0.232482,0.85932,0.786884,-1341.48,2390.53,1528.37,25135.8,-44792.4,-28637.8
0.0787697,0.299732,0.863755,-4165.74,53.5593,2195.55,68837,-885.044,-36280.5
0.069273,0.54429,0.632935,-4222.34,-331.995,-485.197,50321.1,3956.65,5782.49
0.794857,0.504428,0.0987634,2667.87,561.8,-3475.17,-52847.2,-11128.6,68838.8
0.807371,0.961769,0.2125,2079.09,4172.48,-264.694,-8275.6,-16608.1,1053.58
0.830025,0.383832,0.13684,2149.54,-2080.52,-3070.29,-27546.5,26662.1,39346
0.771613,0.354713,0.521756,1489.27,-1954.89,536.034,-47766.1,62700.3,-17192.5
0.41086,0.821522,0.11022,-237.202,2163.45,-4033.88,3069.67,-27997.6,52203.2
0.242229,0.973451,0.886648,200.841,4812.61,3518.53,-1279.5,-30659.7,-22415.5
0.810967,0.185473,0.803821,1070.84,-3212.01,811.834,-12881.3,38637.9,-9765.72
0.502895,0.0182254,0.851449,-478.127,-4448.55,3907.79,3123.26,29059.1,-25526.7
0.601222,0.0176925,0.238284,757.936,-5678.89,-136.939,-6427.71,48160.1,1161.31
0.69631,0.782324,0.317948,590.523,1994.37,-55.8057,-22666.1,-76549.9,2141.99
0.21214,0.974063,0.823866,-1763.22,6082.43,2064.62,13668.1,-47149.7,-16004.5
0.0136843,0.901866,0.687119,-4354.66,1775.91,228.897,30759.8,-12544.4,-1616.85
0.777655,0.0826359,0.68177,-525.856,-4888.01,1315.18,5532.94,51430.5,-13838
0.367352,0.151087,0.880615,-1540.76,-3223.31,3608.75,16935.4,35429.3,-39666
0.508758,0.393041,0.800121,-105.406,1408.4,2351.78,4328.82,-57840.3,-96583.1
0.406262,0.465655,0.887795,-1318.67,2172.81,4229.94,17879.2,-29460.1,-57351.8
0.630667,0.0888714,0.0409718,-179.371,-2653.22,-3880.03,1354.56,20036.4,29300.9
0.736979,0.0858958,0.914204,-544.65,-4131.04,2887.96,3576.4,27126.1,-18963.5
0.288755,0.334183,0.115584,-2346.23,-1588.51,-3912.69,33491.2,22675.1,55851.6
0.887916,0.332131,0.103747,5152.85,-3393.64,-1637.97,-71324.9,46974.2,22672.5
0.287394,0.554187,0.891668,-1315.42,879.195,5013.49,15951.9,-10661.8,-60797.7
0.101222,0.423652,0.736276,-3635.15,1095.69,1140.2,67227.8,-20263.4,-21086.6
0.772617,0.808019,0.893598,2736.25,1496.36,3329.1,-24490.9,-13393.2,-29797.3
0.542658,0.611247,0.759446,-440.687,135.901,1773.47,22813.4,-7035.27,-91808.5
0.297007,0.995775,0.22172,-268.953,6404.58,-1987.05,1589.85,-37859,11746
0.155651,0.570196,0.44069,-5425.93,2198.07,129.72,74962.1,-30367.5,-1792.16
0.871515,0.0958872,0.996033,1434.98,-2702.46,3301.37,-6729.46,12673.4,-15482.1
0.271216,0.778052,0.680155,-1463.79,2047.9,88.6295,40780.4,-57053.3,-2469.17
0.760309,0.836263,0.938306,2763.96,2409.69,3220.35,-15358.2,-13389.6,-17894.1
0.16645,0.718718,0.812227,-2434.12,454.919,3340.74,48855.9,-9130.82,-67053
0.145206,0.435416,0.186749,-2064.32,1460.6,-959.681,69279.5,-49018.2,32207.3
0.299844,0.33527,0.189069,-1116.23,-2525.21,-1998.88,32829.5,74268.7,58789
0.0569913,0.812973,0.489928,-5188.07,936.262,286.228,37512.3,-6769.63,-2069.57
0.496883,0.258668,0.97161,1136.52,-2511.04,5844.33,-11239.3,24832.4,-57796.2
0.148731,0.142507,0.743399,-670.277,-3118.35,2034.03,15844.3,73713,-48081.4
0.957377,0.153765,0.18372,3104.05,-3155.38,-914.136,-22112.7,22478.4,6512.14
0.272139,0.919879,0.56848,-675.396,5004.67,-169.01,7598.91,-56307.8,1901.54
0.83707,0.64278,0.178117,5458.12,57.8075,-832.144,-99558.9,-1054.44,15178.7
0.0908043,0.0429333,0.029595,-1845.41,-4087.79,-3105.76,11273.9,24973,18973.6
0.543027,0.366863,0.952535,-534.633,-142.756,5690.19,5900.08,1575.43,-62795.7
0.65734,0.940269,0.0785352,-367.605,4846.1,-3643.57,2456.56,-32384.7,24348.6
0.948767,0.524999,0.516968,6572.62,196.713,-642.343,-66896.9,-2002.17,6537.84
0.703985,0.391306,0.526274,953.266,-550.152,235.586,-79860.9,46089.6,-19736.5
0.0454372,0.295646,0.72788,-5593.77,46.4884,2298.67,80672.6,-670.45,-33151
0.552488,0.737827,0.349645,-42.4131,3199.68,48.4868,1387,-104636,-1585.62
0.708547,0.766895,0.989777,644.111,-1115.87,5897.71,-5362.34,9289.83,-49099.5
0.395975,0.269265,0.591991,-390.319,-4592.54,220.743,12070.3,142020,-6826.28
0.318908,0.686296,0.672131,-1739.77,2990.73,-165.134,51927,-89264.2,4928.75
0.361621,0.220654,0.488092,-342.814,-3904.93,-2001.79,6754.6,76940.4,39442
0.614096,0.0574906,0.37642,1950.75,-4531.91,-1341.75,-19989.6,46439.1,13749.1
0.893337,0.701192,0.124568,6595.66,80.8892,-434.381,-91767.6,-1125.44,6043.68
0.315503,0.706625,0.832992,-2938.48,1620.27,6215.94,43406.7,-23934.3,-91820.7
0.132556,0.754194,0.707186,-4041.52,1456.31,565.106,80690.8,-29075.9,-11282.6
0.43862,0.28135,0.818351,-1806.43,-1219.94,4414.04,32418.5,21893.2,-79215.4
0.624274,0.662587,0.0959685,-227.109,881.788,-6257.41,3792.59,-14725.4,104495
0.248043,0.302261,0.210983,-1451.67,-2751.91,-2472.44,38505,72993.4,65580.5
0.915211,0.456587,0.557955,4766,-369.961,587.781,-63312.5,4914.64,-7808.2
0.421898,0.843007,0.420406,-531.045,3044.14,-826.347,16654.2,-95467.9,25915.3
0.00882974,0.70682,0.924898,-4795.38,767.015,3834.54,24871.2,-3978.12,-19887.8
0.25454,0.297705,0.668754,-1994.06,-525.294,1163.83,64638,17027.6,-37725.9
0.0162306,0.239863,0.745045,-5508.17,-158.93,1997.44,47386.4,1367.26,-17183.8
0.970068,0.697664,0.953785,3088.09,2702.63,3896.16,-21652.9,-18950.1,-27318.9
0.476195,0.597382,0.910807,-1927.15,765.895,6748.96,22058.3,-8766.47,-77248.9
0.161762,0.277956,0.346579,-783.891,-1942.3,-1913.12,22679.7,56195,55350.9
0.448059,0.00159811,0.894337,358.311,-5830.42,3527.39,-2518.76,40985.1,-24795.9
0.502679,0.734265,0.939073,219.893,1688.16,7148.88,-2207.06,-16944,-71753
0.0251332,0.161338,0.898235,-3845.09,-970.097,4371.06,21494,5422.82,-24434.1
0.969213,0.0207402,0.467882,3858.56,-3265.31,118.997,-27530.5,23297.7,-849.033
0.0915593,0.00212255,0.405835,-2478.13,-5006.14,599.546,17355.5,35060.5,-4198.91
0.034229,0.350984,0.935731,-4685.62,-438.776,3822.4,33594,3145.84,-27405
0.3074,0.0374508,0.0305784,62.6253,-3715.64,-3920.93,-461.007,27352.1,28863.4
0.526848,0.981977,0.411564,-1086.89,5996.78,797.335,9196.88,-50742.5,-6746.75
0.426274,0.86844,0.301428,1349.58,4894.53,-394.194,-21700.1,-78699.4,6338.27
0.26441,0.86293,0.746898,-915.021,2926.41,1720.99,20531.8,-65664.6,-38616.5
0.234741,0.0719516,0.806497,1253.73,-4686.65,711.94,-16795.2,62783.1,-9537.26
0.385646,0.681432,0.762152,-34.5929,790.305,2361.16,1227.4,-28041,-83776.5
0.532817,0.677031,0.44381,-655.791,1167.6,865.663,45686.3,-81342.2,-60307.2
0.101243,0.882785,0.238546,-4606.98,2617.72,-2418.55,34895.8,-19828,18319.4
0.20673,0.848933,0.706094,-1436.37,2397.4,625.385,38585.7,-64402.3,-16799.9
0.632877,0.601653,0.285517,1502.16,-28.5217,-287.27,-126869,2408.88,24262.3
0.369342,0.114417,0.880086,-1390.49,-2857.21,4033.39,18797.6,38625.9,-54526.3
0.891571,0.797934,0.121447,5252.42,1485.96,-1959.65,-44423.5,-12567.9,16574.2
0.777064,0.230375,0.351689,2019.95,-3094.08,-1290.97,-26698.8,40896.2,17063.5
0.313074,0.944235,0.835182,-503.383,5723.08,4993.45,4983.38,-56657.2,-49434
0.991634,0.0215093,0.906577,2585.08,-2909.6,1523.32,-12163.5,13690.5,-7167.66
0.71311,0.425139,0.909811,1573.07,-738.621,6144.95,-25006.8,11741.7,-97684.9
0.489762,0.729292,0.108452,1221.15,-215.737,-4475.44,-19102.9,3374.87,70011.2
0.855757,0.646924,0.6974,4052.5,2599.56,671.727,-76193,-48875.6,-12629.5
0.490573,0.301294,0.612626,1037.57,-451.587,29.4092,-116578,50738.9,-3304.33
0.933788,0.0945496,0.751088,4224.88,-3581.1,2054.52,-42912.9,36373.8,-20868.1
0.0242454,0.845959,0.268998,-4887.82,1595.11,-922.614,35987.8,-11744.4,6792.98
0.103979,0.157066,0.275432,-4064.29,-3200.11,-2795.31,51852.7,40827.3,35662.9
0.298919,0.425192,0.372305,-2302.75,-2147.47,-764.193,69581.5,64889.4,23091.4
0.103316,0.908357,0.773008,-4085.47,2758.31,2351.78,41726.5,-28171.7,-24019.6
