delta_x,delta_y,delta_z,acc_x,acc_y,acc_z,pot_x,pot_y,pot_z
0.806791,0.436307,0.767234,1745.21,-1381.55,1622.98,-47311.2,37452.7,-43997.6
0.567305,0.792781,0.43498,-543.741,2233.03,475.778,25103.1,-103093,-21965.4
0.626828,0.536253,0.667807,118.88,441.233,11.6302,-21042.6,-78100.8,-2058.61
0.916738,0.269517,0.642483,5089.4,-2512.6,975.498,-46792.4,23101.1,-8968.81
0.42888,0.939916,0.259581,2457.11,4473.38,292.234,-32537.2,-59236.8,-3869.78
0.730775,0.870537,0.418992,2720.99,4424.95,7.10536,-46528.2,-75665.6,-121.5
0.748256,0.502931,0.963392,2138.91,1712.07,7226.22,-15062.9,-12057,-50889.4
0.577474,0.428522,0.117622,-982.908,-1113.65,-4484.85,16180.3,18332.6,73828.2
0.838026,0.368217,0.767299,1905.74,-921.668,704.574,-65421.8,31639.7,-24187.2
0.506412,0.283577,0.0249493,1096.15,-1352.33,-5655.75,-8128.45,10028.2,41940.1
0.631328,0.942454,0.919675,266.445,4949.87,3468.65,-2527.37,-46952.1,-32901.9
0.303824,0.00949721,0.942819,-204.318,-4360.69,3252.75,1283.88,27401.4,-20439.4
0.0032248,0.144625,0.0129209,-2969.14,-1099.83,-2485.7,12912.9,4783.21,10810.4
0.00547701,0.924944,0.557376,-5590.3,2240.48,-347.919,42549.4,-17053,2648.12
0.0913614,0.494081,0.666865,-3547.24,43.2098,905.026,59594.8,-725.938,-15204.7
0.684726,0.857767,0.0619217,-811.8,4693.81,-4320.37,6710,-38797.1,35710.4
0.809703,0.528623,0.543738,964.978,327.521,805.239,-62906,-21350.8,-52492.8
0.0600816,0.746734,0.883686,-4069.15,1120.36,2828.45,42041.5,-11575.3,-29222.9
0.944892,0.296153,0.821034,5088.78,-2690.6,2704.53,-52698.3,27863.3,-28007.6
0.279212,0.528603,0.24913,-2710.58,56.9131,-3085.85,61389.6,-1288.98,69888.8
0.693045,0.799635,0.141829,-1004.42,3342.13,-4435.65,14424.7,-47997,63701.3
0.0154983,0.0776093,0.775804,-5378.57,-4696.31,1203.82,34032.7,29715.6,-7617.12
0.936511,0.598471,0.0367379,3280.42,674.483,-4304.87,-23258.6,-4782.18,30522.1
0.780805,0.790867,0.0975997,2691.6,2246.03,-2855.26,-35418.3,-29555.1,37571.8
0.949082,0.914454,0.708783,3177.15,2532.94,2066.94,-24618,-19626.3,-16015.6
0.398464,0.820167,0.190584,340.099,2950.53,-3424.54,-5959.62,-51702.6,60008.9
0.745218,0.370306,0.127797,2371.51,-1393.09,-4118.3,-24928.3,14643.5,43289.8
0.109663,0.24522,0.224204,-3719.04,-2352.08,-3841.72,56497.1,35731.2,58360.7
0.562319,0.442841,0.967305,411.041,64.0106,6503.66,-3346.47,-521.139,-52949.2
0.385395,0.19345,0.291789,-358.301,-3220.98,-1303.89,5680.28,51063.4,20671
0.279107,0.300364,0.913133,-3069.06,-87.1785,4492.71,40109.7,1139.34,-58715.4
0.128126,0.397915,0.864738,-799.268,953.752,1310.85,36482.3,-43533.7,-59833.5
0.54879,0.942609,0.473534,-357.325,6594.95,-1688.14,3292.29,-60764,15554
0.854747,0.189651,0.398339,3077.37,-2607.42,-1587.67,-43558.1,36906.3,22472.4
0.45343,0.240236,0.0510968,575.531,-2902.32,-4664.49,-5169.91,26071.1,41900.5
0.0653856,0.0960928,0.414686,-4039.85,-3703.34,-766.824,33856.3,31036.2,6426.44
0.799865,0.456066,0.557319,2753.83,1634.38,-532.219,-84893.3,-50383.7,16406.9
0.167622,0.427175,0.499592,-3907.75,-217.178,-167.679,89987,5001.13,3861.28
0.768425,0.741411,0.0438662,1046.97,419.7,-5721.16,-11223.9,-4499.33,61332.9
0.187095,0.413627,0.962665,-388.384,219.815,6201.28,3484.57,-1972.17,-55637.8
0.648772,0.135545,0.268405,1705.41,-3341.18,-1379.88,-23378.8,45803.1,18916.3
0.501588,0.470412,0.53721,1839.12,1108.57,-669.536,-78037.1,-47038.6,28409.5
0.290278,0.139384,0.0232164,-729.192,-714.321,-5075.9,7031.36,6887.97,48945.3
0.225774,0.0772168,0.952984,-849.042,-2976.21,5184.18,8132.49,28507.4,-49656.3
0.210814,0.768706,0.276365,-4919.27,1146.34,-2164.72,71363.4,-16629.8,31403.4
0.500272,0.895683,0.615711,160.847,3962.39,903.419,-2725.68,-67145.9,-15309.2
0.666115,0.487203,0.719043,106.5,1241.29,84.8988,-9258.09,-107906,-7380.29
0.190927,0.0472028,0.126216,-3112.16,-4811.21,-2511.35,31368.9,48494.5,25313.2
0.885032,0.640151,0.886846,1223.94,2018.56,3547.8,-19281.9,-31800.5,-55892
0.100723,0.718123,0.104324,-4620.7,1121.29,-2928.92,35058.7,-8507.56,22222.6
0.344404,0.956791,0.585127,-1168.39,5147.85,75.0078,6269.71,-27624,-402.501
0.845444,0.607866,0.487269,3257.09,1941.34,342.792,-89552.1,-53376.1,-9424.91
0.618646,0.84762,0.913505,-1021.26,2579.53,4253.65,12057.2,-30454.5,-50219.6
0.327403,0.701931,0.286228,-1847.38,1460.24,-1533.41,68454.9,-54109.5,56820.6
0.181693,0.905519,0.0878091,-2920.54,2833.65,-3987.55,23847.4,-23137.9,32559.9
0.874621,0.147602,0.139901,2196.96,-1723.17,-1758.42,-29339.9,23012.5,23483.3
0.500976,0.653386,0.149828,-483.899,1754.89,-4655.74,7115.72,-25805.6,68462.4
0.774292,0.919261,0.215826,3624.8,6053.83,-1207.74,-13611.9,-22733.5,4535.32
0.291226,0.559636,0.706571,-2658.94,319.101,4550.09,48731.8,-5848.33,-83392
0.115148,0.128878,0.0896667,-2241.25,350.019,-2529.4,30537.8,-4769.13,34463.9
0.978018,0.947382,0.535675,5436.76,4564.34,665.983,-33233.1,-27900.3,-4070.93
0.156624,0.54337,0.122329,-4174.58,1475.21,-3567.53,47488.3,-16781.4,40582.7
0.0958662,0.758149,0.99822,-1825.79,1592.1,6040.11,15167.1,-13225.8,-50176.3
0.33819,0.469204,0.657028,-408.945,1242.83,1564.92,21676.9,-65878.4,-82951.4
0.790023,0.292314,0.899995,2348.82,-1555.23,3654.55,-39465.7,26131.5,-61405
0.94044,0.111705,0.860383,3604.01,-2740.47,1589.58,-35534.2,27020,-15672.6
0.0420968,0.0552744,0.694758,-3935.65,-5032.08,306.475,21789,27859.2,-1696.74
0.494207,0.264885,0.201189,473.114,-3354.4,-2978.69,-9233.71,65467.3,58134.8
0.878788,0.60434,0.0910177,3378.99,58.915,-3873.65,-63382.9,-1105.12,72661.5
0.436046,0.719215,0.563016,1250.66,2334.43,137.896,-33281,-62120.9,-3669.51
0.57057,0.24887,0.184975,657.273,-3091.45,-1958.41,-5854.45,27536.1,17443.9
0.312774,0.960991,0.276986,-990.293,6541.84,1459.79,11331.8,-74857.2,-16704.1
0.233516,0.319991,0.583862,-3880.08,-1022.8,332.8,105185,27726.9,-9021.87
0.684036,0.705543,0.746923,2127.56,745.956,2238.59,-63273.8,-22184.8,-66575.9
0.490021,0.349078,0.0155669,1400.51,-979.492,-6445.56,-12399.9,8672.25,57067.8
0.153294,0.991365,0.42414,-2125.77,5578.17,-1032.48,19186.8,-50347.4,9318.98
0.407081,0.849743,0.106241,1022.87,2655.94,-4593.77,-13181.4,-34226.2,59198.4
0.0248584,0.338128,0.596443,-6431.8,1185.06,-953.071,59316.9,-10929.1,8789.64
0.124465,0.13457,0.930474,-1812.47,-1333.94,4693.55,14462.8,10644.3,-37452.6
0.273073,0.182773,0.680574,-0.260776,-3733.57,2321.44,6.62194,94807.1,-58948.7
0.756244,0.696263,0.0904168,2159.49,-544.422,-5312.51,-19702.9,4967.23,48470.7
0.784138,0.250692,0.908095,2560.62,-1542.99,4542.22,-26756.3,16123,-47462.3
0.973855,0.114963,0.0153637,2598.19,-1440.24,-2927.12,-11648.2,6456.91,13122.9
0.729656,0.216944,0.606308,2101.66,-4816.99,556.579,-39043.8,89488.3,-10339.9
0.104211,0.390481,0.886719,-1800.47,-194.405,1296.01,65181.3,7037.93,-46918.8
0.636917,0.92005,0.533469,2007.98,5649.17,1100.76,-24817.5,-69820.3,-13604.8
0.304464,0.841708,0.322388,-748.023,3490.79,1931.71,17993.7,-83971.3,-46467.5
0.881348,0.328466,0.0837714,3851.71,-2720.03,-3917.66,-47246,33364.5,48054.9
0.331361,0.0216867,0.912213,-1141.82,-5202.65,3577.4,8336.99,37987,-26120.4
0.38721,0.467707,0.552063,1199.85,-633.366,-1035.76,-71088,37525.5,61366.5
0.692688,0.742622,0.0951848,-1829.57,1678.83,-4660.3,30550.7,-28033.5,77818.8
0.640569,0.866153,0.539244,1072.21,4423.66,503.088,-18353.1,-75720.2,-8611.41
0.645691,0.698583,0.567896,-234.226,332.379,-224.526,44789.1,-63558.1,42934.2
0.102038,0.195801,0.637552,-2711.63,-2372.16,146.787,71595.5,62632.5,-3875.63
0.834998,0.710426,0.0379654,3287.4,-937.069,-7868.33,-37705.9,10748,90248.4
0.446471,0.053401,0.777651,-20.0687,-5299.63,2055.59,230.337,60826.1,-23592.9
0.339377,0.647732,0.177183,-2115.25,-758.227,-5102.2,33404,11973.9,80573.8
0.530724,0.850795,0.092431,1629.52,3600.79,-5357.07,-17884.1,-39519.1,58794.5
0.0698662,0.925904,0.688747,-4428.58,2560.39,640.056,33648.6,-19454,-4863.18
0.969474,0.623382,0.672438,6309.21,1723.59,1635.17,-57316.6,-15658.1,-14854.9
0.75515,0.563652,0.301753,3563.96,-349.07,-2358.52,-78599.2,7698.35,52014.6
0.521689,0.0923739,0.824712,1541.34,-5504.12,2769.36,-8831.8,31538.4,-15868.3
0.0689585,0.0995573,0.371078,-3762.76,-2886.25,-1038.7,51835.3,39760.6,14309
0.216219,0.533427,0.483069,-3893.49,1188.91,765.456,80176.1,-24482.4,-15762.6
0.584908,0.456952,0.144514,257.581,-430.78,-4888.3,-4475.85,7485.43,84941.4
0.325529,0.193242,0.745755,-2163.08,-2934.18,1346.07,56339.1,76423.1,-35059.5
0.664237,0.548914,0.648797,977.888,680.508,458.256,-60865.8,-42356.2,-28522.9
0.194648,0.479908,0.229928,-3810.29,547.065,-2434.3,68904.3,-9892.98,44021.3
0.364555,0.514186,0.428005,148.687,2430.99,1002.14,-6514.97,-106518,-43910.2
0.52935,0.16062,0.494212,1279.69,-2020.89,-2229.94,-33605.7,53070.3,58560.2
0.515772,0.268358,0.746412,1592.15,-3834.52,2370.66,-29372.2,70739.8,-43734.3
0.487065,0.610908,0.400877,-545.558,420.192,1453.13,31770.2,-24469.6,-84621.8
0.910996,0.902767,0.602211,2613.58,2288.67,2003.61,-38881,-34047.6,-29806.8
0.929502,0.48171,0.680257,5115.31,284.89,759.929,-74344.9,-4140.53,-11044.7
0.248728,0.704771,0.3097,-4056.35,971.336,-2384.33,83570.7,-20011.9,49123
0.400118,0.441579,0.362524,3651.06,350.778,481.714,-119069,-11439.7,-15709.8
0.581071,0.0664448,0.567047,1333.86,-6120.16,-1420.22,-9658.76,44317.3,10284.1
0.321731,0.817721,0.0274222,-1351.45,461.771,-7269.42,10350.3,-3536.54,55673.9
0.942021,0.529117,0.901463,4039.7,473.088,4825.64,-37900.9,-4438.56,-45274.6
0.199602,0.609819,0.193615,-3101.24,1213.7,-1810.3,64235.5,-25139.1,37496.4
0.636627,0.982604,0.718752,604.935,5448.64,1435.96,-3749.1,-33768,-8899.38
0.710655,0.370075,0.585419,765.565,-2.10805,-6.30026,-80567.4,221.85,663.034
0.551517,0.33334,0.516963,298.846,-293.504,-1606.65,-15287.5,15014.2,82187.9
0.790307,0.358204,0.0798216,854.31,-1364.51,-3665.41,-8557.56,13668.2,36716.1
0.39787,0.335039,0.790141,-1047.81,-1247.36,4397.68,22723,27050.3,-95368.7
0.79963,0.394901,0.777641,3280.91,-1065.56,857.678,-74192.5,24095.9,-19395
0.683188,0.378891,0.559265,1321.84,374.718,654.126,-74944.2,-21245.3,-37086.8
0.33967,0.398202,0.161106,-2320.29,-989.067,-2870.93,65006,27710,80432.8
0.237457,0.44506,0.685336,-4045.13,944.222,2929.22,83408.5,-19469.4,-60399
0.31197,0.179456,0.891278,-1276.3,-2828.18,3959.35,15161.4,33596.5,-47033.8
0.834794,0.799885,0.124938,3302.4,1819.31,-1835.31,-48032.3,-26461.2,26694
0.321411,0.95949,0.888948,-1195.07,4431.08,3818.85,7508.91,-27841.5,-23994.7
0.14609,0.278727,0.943934,-877.942,-1358.15,5235.01,12357.6,19116.7,-73686
0.533467,0.455654,0.15359,1360.16,-1448.36,-4517.73,-22529.1,23990,74829.7
0.489493,0.715661,0.566015,-430.822,1895.98,1170.54,14865,-65418.6,-40388.2
0.187667,0.970656,0.075846,-3358.46,3730.02,-4231.79,18558.2,-20611.4,23384
0.653873,0.621962,0.266187,2627.93,1174.33,-942.593,-113494,-50716.2,40708.2
0.1639,0.875089,0.814915,-2883.5,3037.92,2497.72,35162.3,-37045.3,-30458
0.389792,0.282166,0.615988,-2444.18,-3253.27,611.853,67351.9,89647,-16860.2
0.395105,0.701056,0.73824,-366.991,1079.83,1581.68,19473.4,-57298.1,-83927.5
0.383351,0.203406,0.484857,310.436,-3452.86,-1994.33,-7070.37,78640.9,45422
0.556626,0.0598275,0.570638,1329.06,-6104.21,578.455,-11050,50751.2,-4809.35
0.0243209,0.487658,0.133832,-4688.07,2160.53,-2524.31,38609.9,-17793.7,20789.6
0.846919,0.91592,0.539835,1524.84,4850.44,844.719,-20309.5,-64603.7,-11250.9
0.549833,0.235044,0.53073,1675.62,-3088.09,-1178.94,-37892.8,69834.7,26660.8
0.441986,0.46082,0.0461123,-437.522,597.644,-5790.95,3784.86,-5170.01,50095.5
0.748505,0.777336,0.227368,3951.61,2278.71,454.807,-91317.6,-52658.6,-10510.1
0.00644917,0.15426,0.259387,-4483.49,-2453.87,-1893.62,28893.8,15814,12203.4
0.129394,0.429184,0.852161,-1214.81,437.709,1702.93,36737.9,-13237.1,-51499.6
0.97298,0.372158,0.475582,6309.95,-2160.29,-1361.67,-56678.5,19404.6,12231.1
0.515539,0.214119,0.755633,829.859,-3447.04,2844.69,-18856.9,78327.1,-64640
0.403928,0.44564,0.792955,-501.324,1116.97,3557.58,12782.8,-28480.6,-90711.7
0.498735,0.683912,0.63178,-232.494,1580.66,-846.468,9567.34,-65045.6,34832.9
0.622347,0.375916,0.129718,776.508,-562.586,-4513.93,-15745.9,11408,91532.6
0.137784,0.87348,0.896865,-2109.71,2150.17,4828.65,16855.8,-17179,-38579
0.795026,0.0544732,0.107884,-67.1624,-3599.96,-1416.49,461.876,24756.9,9741.21
0.0273439,0.0388966,0.523055,-4134.2,-4598.73,-617.417,28961.5,32215.7,4325.22
0.968299,0.701946,0.911234,4015.38,2653.33,2909.5,-28901.8,-19098.2,-20942
0.145022,0.542368,0.407621,-4734.06,381.468,-1151.52,68481.5,-5518.2,16657.5
0.000980981,0.0658848,0.0379253,-3131.21,-2045.92,-2362.26,14631.7,9560.31,11038.5
0.797082,0.391763,0.0900135,565.233,-1176.46,-2857.16,-7947.74,16542.1,40174.4
0.205707,0.588799,0.268604,-3919.25,505.993,-2336.12,63344.6,-8178.08,37757.4
0.972654,0.438785,0.634857,6508.44,130.733,133.558,-59996.5,-1205.14,-1231.17
0.326995,0.656547,0.557106,-1114.95,704.906,121.561,70482.4,-44561,-7684.54
0.0485093,0.620218,0.706225,-4962.86,1311.05,770.657,42773.8,-11299.7,-6642.12
0.280906,0.410005,0.18897,-1005.56,87.5932,-2513.56,43037.5,-3748.94,107579
0.194506,0.146883,0.383479,-1623.39,-3788.87,-140.828,35651.4,83207.4,3092.71
0.807027,0.820265,0.679025,2792.93,2904.88,2267.61,-27749.7,-28862,-22530.3
0.669828,0.361291,0.357526,655.86,-1663.12,-1107.18,-23970.3,60783.6,40465.1
0.317436,0.251647,0.300833,-299.663,-4498.93,-1912.71,4853.23,72862.9,30977.6
0.32485,0.3356,0.0829658,450.216,-3004.66,-6847.91,-4293.32,28652.8,65302.6
0.122118,0.988618,0.615092,-2147.21,5566.62,714.548,18584.5,-48180.3,-6184.56
0.0113825,0.424978,0.906089,-6848.84,630.702,3063.44,54062,-4978.5,-24181.5
0.958815,0.307134,0.336057,5292.84,-1546.62,-582.605,-47967.5,14016.6,5279.98
0.555003,0.583629,0.224557,-420.621,588.239,-1549,26691.2,-37327.6,98294.2
0.852115,0.0895371,0.961938,1857.04,-3726.54,3664.85,-12003.7,24088,-23689.2
0.54228,0.0547047,0.480497,1089.37,-6242.97,-32.8234,-7978.42,45722.8,240.395
0.738105,0.870431,0.253238,1361.19,3807.42,-912.053,-23982.5,-67081.9,16069.2
0.27801,0.911645,0.0869124,-2357.04,3143.39,-4014.64,28337.8,-37791.8,48266.4
0.216918,0.683977,0.755173,-3578.3,761.5,1970.84,61476.9,-13082.9,-33859.9
0.742523,0.555031,0.41784,226.314,-506.437,147.904,-33274.7,74460.9,-21746.1
0.740958,0.0598483,0.12824,2356.57,-4054.49,-1616.22,-13502,23230.2,9260.12
0.511029,0.0316753,0.50612,1734.5,-5956.81,-822.658,-10270,35270.5,4870.99
0.782656,0.534762,0.410469,320.89,-962.826,-814.148,-27531.9,82608.9,69852.6
0.537426,0.567031,0.277043,236.806,-329.108,-1152.17,-21784.1,30275.1,105989
0.184235,0.246452,0.334426,-1264.68,-1781.41,-1609.04,36564.2,51503.8,46520.1
0.83237,0.414363,0.119546,-296.163,356.078,-2443.09,9145.3,-10995.4,75440.9
0.163157,0.677053,0.984379,-134.145,373.323,5214.29,1192.74,-3319.38,-46362.5
0.0838895,0.31159,0.980148,-2794.15,-1437.67,5412.43,23765.8,12228.2,-46035.8
0.665087,0.865242,0.669459,-565.038,4044.37,2166.09,10963.4,-78472.8,-42028.6
0.101151,0.837549,0.497851,-6002.85,620.413,-10.671,63181.5,-6530,112.314
0.409357,0.355742,0.829362,-1987.04,-682.608,2384.63,54698.8,18790.7,-65643.6
0.219668,0.290101,0.777833,-2623.56,-1097.26,3882.61,43084.2,18019.2,-63760.4
0.343829,0.762222,0.366627,-218.532,3907.68,805.178,5864.69,-104869,-21608.4
0.0868915,0.329378,0.346106,-5005.6,-336.071,-693.529,76361.4,5126.82,10579.9
0.00706802,0.0972064,0.636498,-5037.44,-4358.31,-2096.27,42305.1,36601.7,17604.7
0.06229,0.314767,0.540922,-6045.8,534.829,-280.908,59953.6,-5303.67,2785.64
0.50956,0.71429,0.0292618,-661.514,1158.52,-6233.88,6173.78,-10812.2,58179.6
0.721776,0.889762,0.927777,3135.5,3870.86,4748.95,-32517.6,-40143.9,-49250.4
0.467549,0.69087,0.189156,675.488,1274.98,-4670.94,-13344.2,-25187.1,92274.3
0.0872905,0.933797,0.38038,-5137.66,3265.14,-1104.14,40852.2,-25962.8,8779.64
0.7125,0.330275,0.22397,1325.35,-2906.14,-1307.68,-34266.5,75137.5,33809.8
0.874265,0.196537,0.301051,3605.77,-2357.21,-547.761,-57817.8,37797.3,8783.22
0.0281808,0.270658,0.734395,-5716.54,-800.903,2165.9,59483,8333.74,-22537.1
0.292779,0.9261,0.180123,-461.92,6253.84,-3115.42,4412.68,-59742.3,29761.3
0.748291,0.438149,0.971415,1781.27,341.673,6334.37,-14097.3,-2704.05,-50131.2
0.0235967,0.407028,0.72343,-5083.48,1469.2,1397.09,55493.3,-16038.4,-15251.2
0.293051,0.0607534,0.676093,-1467.95,-5692.64,1198.27,10649.3,41297.6,-8692.95
0.90751,0.410551,0.390218,5683.28,-734.322,-1590.47,-70760.6,9142.8,19802.4
0.834161,0.367124,0.0245838,1645.36,-1551.04,-6289.79,-11388,10735.2,43533.3
0.789241,0.202972,0.185653,796.53,-2491.32,-1333.97,-17285.1,54063,28947.8
0.102361,0.600315,0.927332,-2557.83,643.497,3794.83,31159.7,-7839.13,-46229
0.109601,0.0511808,0.294618,-3377.54,-4710.06,-1522.59,36426.1,50797.1,16420.9
0.585053,0.397203,0.243699,1541.92,-2469.75,443.482,-57175.5,91580.3,-16444.7
0.770163,0.422425,0.441933,1768.02,-964.001,-1657.73,-80679.2,43989.7,75646.3
0.557373,0.67566,0.256572,-148.507,1924.87,-2846.76,5083.69,-65892.2,97450
0.298072,0.945039,0.720078,-504.194,4988.61,-201.505,7838.51,-77556.1,3132.73
0.727479,0.3571,0.428213,89.8595,-1317.54,-2208.64,-2970.54,43554.6,73012.5
0.772915,0.565782,0.220831,3012.95,-426.034,-991.588,-71496.8,10109.7,23530.2
0.109811,0.0150185,0.280052,-2121.54,-4739.94,-1620.14,15683.1,35039.2,11976.6
0.985656,0.477171,0.099445,4171.01,-715.738,-2362.38,-20105.2,3450.02,11387.2
0.51569,0.866297,0.488746,-667.922,4357.05,1146.73,10288.6,-67115.4,-17664.1
0.475956,0.294162,0.311736,1655.86,-1951.58,-952.333,-58891.1,69408.8,33870.1
0.0371151,0.120093,0.244217,-4386.76,-1975.58,-1951.54,34541.6,15555.8,15366.5
0.511435,0.133234,0.687333,691.061,-5708.44,344.084,-10945.8,90416.9,-5450.01
0.0529904,0.37415,0.345992,-5546.89,1193.53,-1057.33,64868.6,-13957.8,12365
0.423911,0.386503,0.308041,1778.94,-818.339,-1759.07,-73461.4,33793.4,72641.1
0.256265,0.663296,0.541331,-1540.25,-516.052,1367.12,76169,25520.1,-67607.3
0.95851,0.441946,0.34713,5451.57,-1184.24,-1101.59,-48252.2,10481.8,9750.23
0.670161,0.680287,0.766579,1959.7,2784.17,3142.97,-37673.4,-53523.1,-60420.8
0.749915,0.941334,0.41081,1400.69,5015.58,-354.275,-18770,-67211.5,4747.49
0.136253,0.870433,0.385723,-3945.26,2739.08,-1100.27,39995.6,-27767.8,11154.1
0.736998,0.78774,0.405556,2833.41,1982.98,642.966,-51305.8,-35906.6,-11642.5
0.224645,0.279859,0.609604,-2332.84,-1425.3,598.865,81147.2,49578.7,-20831.3
0.0288104,0.340215,0.597428,-6430.34,1782.71,-103.835,70181.6,-19456.8,1133.27
0.735288,0.455032,0.274181,1884.24,-351.658,-852.05,-74828.9,13965.3,33837.4
0.724243,0.859071,0.946119,3705.48,3223.03,3948.42,-33029.1,-28728.8,-35194.7
0.181592,0.347537,0.650523,-2284.12,-191.882,1333.02,78143.3,6564.59,-45604.6
0.578467,0.455347,0.691051,-321.403,1035.51,-1003.25,19539.6,-62953.6,60992.2
0.128341,0.822891,0.910657,-2332.26,2441.71,4008.02,19813.8,-20743.6,-34050.2
0.740679,0.221259,0.345045,2123.51,-3075.59,-1578.58,-31404.3,45484.5,23345.4
0.566704,0.639149,0.821625,703.19,-1559.3,3969.53,-11433.1,25352.5,-64540.2
0.579146,0.263738,0.684334,1504.18,-1826.36,2269.02,-37346.9,45346.2,-56337
0.936573,0.977584,0.511279,3333.62,5148.63,-20.226,-22287.6,-34422.1,135.225
0.23894,0.805908,0.152102,-4320.34,1854.43,-1630.27,75862,-32562.5,28626.4
0.754814,0.232873,0.736699,1375.9,-3244.13,2049.69,-23782.4,56074.7,-35428.9
0.573055,0.845373,0.212088,469.057,4031.72,-2383.35,-7880.25,-67733.7,40040.8
0.639063,0.578563,0.810249,1002.59,661.372,4437.42,-18647.2,-12300.8,-82531.4
0.778923,0.373766,0.0653547,811.49,-1619.63,-3786.01,-8910.58,17784.4,41572.4
0.319838,0.747407,0.256946,-1475.86,798.11,124.68,90630.2,-49010.6,-7656.4
0.233145,0.613126,0.855826,-1613.56,-304.703,5057.4,19703.7,3720.8,-61757.2
0.583989,0.813801,0.498215,-343.619,2579.37,273.71,11345.5,-85164.8,-9037.29
0.977223,0.188895,0.0176574,2567.42,-567.826,-4197.45,-18943,4189.55,30969.7
0.137186,0.948595,0.956789,-2016.18,2784.64,4006.21,10945.4,-15117.2,-21748.8
0.092326,0.166945,0.946674,-3347.54,-1868.46,4053.81,15815.5,8827.58,-19152.3
0.191466,0.899611,0.331833,-2834.35,4163.07,-131.186,42354.5,-62209.9,1960.35
0.662765,0.14784,0.26348,1226.76,-3612.77,-1508.14,-16497,48583.1,20280.9
0.502265,0.61338,0.522842,-120.133,-241.824,1418.37,7325.51,14746,-86489.8
0.79259,0.741232,0.12911,2986.53,2337.47,-2460.15,-63530.6,-49723.5,52333.2
0.272374,0.117348,0.249782,-920.918,-4209.91,-712.105,17819.5,81460.9,13779.1
0.397499,0.378405,0.676905,-605.205,-509.829,1969.37,30706.6,25867.4,-99920.9
0.868816,0.107639,0.63438,4548.98,-4226.16,533.196,-56854.1,52819.4,-6664
0.293039,0.462065,0.489818,-1959.35,955.43,-104.064,108854,-53080.1,5781.39
0.0140634,0.640826,0.718118,-4405.29,2229.62,491.288,29274.8,-14816.6,-3264.79
0.120042,0.885422,0.177764,-4706.88,2249.69,-1618.22,54027.3,-25822.8,18574.5
0.530025,0.606906,0.750931,-753.764,-168.902,511.67,88777,19892.9,-60263.6
0.0951405,0.676383,0.867389,-2369.92,-57.7903,2875.96,38245.3,932.607,-46411.6
0.61051,0.946072,0.348861,308.029,5687.65,-809.277,-2693.67,-49737.5,7076.99
0.246947,0.0394019,0.725007,324.807,-4997.73,1458.27,-1784.01,27450.1,-8009.54
0.623355,0.911937,0.32709,97.5802,5423.81,-209.013,-1048.6,-58284.4,2246.06
0.761033,0.647932,0.0703213,1582.93,-1303.17,-5627.64,-21230.3,17478.1,75478
0.101894,0.231854,0.651527,-3351.06,-1559.28,744.259,92938.5,43245.2,-20641.3
0.200604,0.93364,0.383999,-2793.9,4109.27,-991.701,26857.3,-39501.8,9533.06
0.790062,0.666714,0.0057807,1611.92,-186.59,-5288.17,-10527.6,1218.64,34537.5
0.65438,0.663036,0.515342,270.339,1374.07,756.921,-12978.7,-65967.6,-36339
0.0776354,0.0971849,0.716805,-2522.31,-4847.34,1186.16,28535.4,54839.1,-13419.3
0.893487,0.720052,0.651738,4729.75,1640.74,1927.32,-59978.4,-20806.3,-24440.6
0.752331,0.0326729,0.179758,1718.63,-4066.06,-1590.18,-10188.9,24105.7,9427.39
0.85132,0.797953,0.0954002,5236.82,2862.01,-2358.17,-64657.4,-35336.3,29115.6
0.547596,0.198685,0.202574,903.171,-2221.29,-2223.72,-15019.2,36938.6,36979
0.174231,0.270051,0.339455,-389.708,-2556.59,-1675.49,10217.3,67028.4,43927.9
0.59394,0.602476,0.888095,214.724,1321.33,4794.35,-2679.69,-16489.8,-59831.9
0.987183,0.619029,0.173189,4996.45,314.755,-1457.15,-29660.4,-1868.48,8650.04
0.67121,0.733093,0.557199,-303.638,-314.227,432.305,46545.7,48168.9,-66269.6
0.214381,0.946789,0.77755,-2717.43,5616.34,2203.25,28767.7,-59456.5,-23324.4
0.459038,0.613529,0.380196,-402.917,927.909,332.025,38163.7,-87890.2,-31448.9
0.913903,0.6389,0.589916,5180.76,1441.15,-173.221,-82830.4,-23041.3,2769.46
0.0326744,0.402521,0.547884,-6997.82,135.735,805.687,62488.5,-1212.07,-7194.56
0.920567,0.502267,0.977392,2455.5,-680.29,6264.1,-21965.8,6085.59,-56036
0.0102786,0.654023,0.738774,-4358.19,1529.48,2532.89,21196.4,-7438.73,-12318.9
0.548892,0.587545,0.107557,-1236.56,103.762,-5228.13,24223.6,-2032.66,102417
0.125947,0.361184,0.237831,-1109.73,394.215,-2947.31,43335.2,-15394.3,115094
0.244375,0.920038,0.309647,-1170,4659.81,1203.53,12854.3,-51195.5,-13222.7
0.0249883,0.651863,0.395334,-4723.12,972.179,-1388.65,19835.9,-4082.91,5831.98
0.145353,0.362466,0.547047,-4078.84,1785.29,-1322.04,92709.7,-40578.6,30049.2
0.512087,0.915617,0.235597,-487.93,3935.99,-2561.4,6011.62,-48494,31558.1
0.80137,0.258729,0.864826,2257.91,-2300.3,3971.37,-21934.4,22346.1,-38579.6
